WKT,Категория,Категория #,Град/район,Име,name,description,Категория #
"LINESTRING (23.316732 42.702238, 23.3242 42.70096, 23.32935 42.701544, 23.333233 42.702994)",Неизпробвани,,София,Line 30,,https://sofenhagen.com/,
"LINESTRING (23.385384 42.667599, 23.386256 42.667871, 23.385784 42.668281, 23.386128 42.668415, 23.387619 42.668131, 23.390834 42.665197, 23.391071 42.665082, 23.391657 42.665034, 23.391875 42.664975)",Неизпробвани,,София,Line 30,,,
"LINESTRING (23.322083 42.677533, 23.325163 42.677241, 23.32513 42.677383, 23.326922 42.677376, 23.32689 42.677234, 23.329518 42.67721, 23.332926 42.676101)",Неизпробвани,,София,Line 32,,,
"LINESTRING (23.315609 42.670854, 23.315438 42.67117, 23.315652 42.671469, 23.316468 42.67169, 23.31857 42.67281, 23.320244 42.673299, 23.321102 42.673268, 23.321478 42.673433, 23.321585 42.673848, 23.321698 42.67393)",Неизпробвани,,София,Line 33,,,
"LINESTRING (23.3611711 42.6526645, 23.3611094 42.6529396, 23.361407 42.653116, 23.360721 42.654378, 23.360125 42.65596, 23.360012 42.657392)",Неизпробвани,4.0,София,Line 33,,,
"LINESTRING (23.355298 42.66396, 23.355191 42.663747, 23.353721 42.663116, 23.353432 42.662927, 23.351173 42.662015)",Неизпробвани,,София,Line 34,,,
"LINESTRING (23.347179 42.660178, 23.345751 42.659653, 23.344666 42.659696, 23.343504 42.659229, 23.342877 42.658975, 23.341869 42.658235, 23.341181 42.658118, 23.34068 42.657985)",Неизпробвани,,София,Line 35,,,
"LINESTRING (23.373984 42.628904, 23.374032 42.627711, 23.374429 42.62719, 23.374419 42.626583, 23.375074 42.625612, 23.374258 42.625274, 23.37436 42.625078, 23.373904 42.624923, 23.375868 42.623152, 23.375654 42.622911, 23.375976 42.622739, 23.376319 42.622773)",Неизпробвани,,София,Line 36,,,
"LINESTRING (23.363594 42.658075, 23.363594 42.65786, 23.364075 42.656405, 23.364704 42.655161, 23.365129 42.654474, 23.365242 42.653501)",Неизпробвани,3.0,София,,,,
"LINESTRING (23.315278 42.69421, 23.316834 42.693961, 23.317 42.694482, 23.320523 42.693882, 23.322841 42.693669)",Неизпробвани,,София,Line 39,,,
"LINESTRING (23.33241 42.670298, 23.332094 42.669982, 23.321165 42.670609, 23.321187 42.670856, 23.320752 42.670913, 23.320672 42.670816, 23.320422 42.671056, 23.319962 42.672089, 23.320008 42.67215, 23.31955 42.673094)",Неизпробвани,,София,Line 40,,,
"LINESTRING (23.279441 42.675936, 23.277006 42.678334, 23.278615 42.679398, 23.280224 42.681086)",Неизпробвани,,София,Line 49,,,
"LINESTRING (23.35232 42.668491, 23.351392 42.670649, 23.350977 42.671169)",,3.0,София,,,,
"LINESTRING (23.316656 42.685385, 23.309157 42.691312)",Неизпробвани,,София,Line 55,,,
"LINESTRING (23.348431 42.703584, 23.348695 42.704679, 23.34933 42.709653, 23.349179 42.709863, 23.349447 42.709997, 23.350198 42.710013)",Неизпробвани,,София,Line 57,,,
"LINESTRING (23.349092 42.710639, 23.348953 42.710418, 23.349071 42.710111, 23.344146 42.706032, 23.34345 42.705265)",Неизпробвани,,София,Line 58,,,
"LINESTRING (23.322558 42.704515, 23.319797 42.702604, 23.31896 42.701216, 23.317348 42.699935)",Неизпробвани,,София,Line 61,,https://sofenhagen.com/,
"LINESTRING (23.291558 42.678839, 23.296052 42.677805, 23.296836 42.677789, 23.297372 42.677631, 23.297969 42.677795)",Неизпробвани,,София,Line 64,,,
"LINESTRING (23.265882 42.668151, 23.266251 42.667941, 23.265912 42.66415, 23.264567 42.658666, 23.264797 42.658647, 23.264917 42.657703, 23.266738 42.657248, 23.266922 42.657465, 23.270228 42.65709, 23.270265 42.657232, 23.272224 42.656888, 23.279146 42.654376, 23.280455 42.653624, 23.2808 42.653454, 23.281076 42.65338, 23.28139 42.653344, 23.281469 42.653336)",Неизпробвани,,София,Line 65,,,
"LINESTRING (23.27239 42.657697, 23.272224 42.656888)",Неизпробвани,,София,Line 66,,,
"LINESTRING (23.288215 42.665933, 23.287601 42.666118, 23.287183 42.666168, 23.283683 42.667424, 23.283436 42.667249, 23.282242 42.667922, 23.281834 42.667914, 23.279716 42.668919, 23.279511 42.668753, 23.278133 42.669163, 23.278087 42.669066)",Неизпробвани,,София,Line 67,,,
"LINESTRING (23.276832 42.669515, 23.277175 42.670926, 23.279239 42.675332, 23.278914 42.675614)",Неизпробвани,,София,Line 68,,,
"LINESTRING (23.279716 42.668919, 23.279856 42.669061, 23.279641 42.66918, 23.279793 42.669409, 23.28041 42.669561, 23.280396 42.669611, 23.278874 42.670485, 23.277175 42.670926)",Неизпробвани,,София,Line 69,,,
"LINESTRING (23.236216 42.60967, 23.238985 42.609543, 23.236839 42.608469, 23.236196 42.607569, 23.236303 42.606779, 23.236861 42.607348, 23.238449 42.607569, 23.239543 42.60809, 23.240959 42.607885, 23.241174 42.607442, 23.241118 42.603778, 23.240437 42.602588, 23.237771 42.600702, 23.235657 42.598358, 23.235936 42.597623, 23.236708 42.597623, 23.238983 42.598792, 23.240828 42.599329, 23.241214 42.599076, 23.240828 42.598792, 23.239369 42.598634, 23.238854 42.596359, 23.238596 42.595412, 23.239069 42.595348, 23.240399 42.597654, 23.242201 42.597086, 23.244347 42.598286, 23.245592 42.598318, 23.247094 42.59617, 23.248038 42.596138, 23.250141 42.597117, 23.251299 42.59955, 23.2516 42.60075, 23.251471 42.601287, 23.254003 42.60274)",Неизпробвани,,София,Line 70,,,
"LINESTRING (23.308176 42.700093, 23.308579 42.701626, 23.30903 42.701973, 23.309153 42.702316, 23.309461 42.702483, 23.309928 42.70301, 23.31068 42.705484, 23.310638 42.705609)",Неизпробвани,,София,Line 71,,,
"LINESTRING (23.2991 42.677837, 23.299792 42.677573, 23.30418 42.673226)",Неизпробвани,,София,Line 67,,,
"LINESTRING (23.361308 42.685799, 23.358066 42.686647, 23.357047 42.686371, 23.356006 42.686687, 23.355867 42.686371, 23.354837 42.686663, 23.354472 42.687026, 23.354472 42.687222, 23.353416 42.687494)",Неизпробвани,,София,Line 69,,,
"LINESTRING (23.3495 42.683508, 23.349323 42.683906, 23.349731 42.684616, 23.349554 42.68477, 23.35035 42.685383, 23.350642 42.685293)",Неизпробвани,,София,Line 62,,,
"LINESTRING (23.360412 42.68071, 23.360738 42.680826, 23.360942 42.681221, 23.363657 42.680558, 23.365169 42.680448, 23.366693 42.680552, 23.366761 42.68041, 23.366916 42.680374)",Неизпробвани,,София,Line 63,,,
"LINESTRING (23.356514 42.676804, 23.362086 42.672864, 23.36192 42.672733)",Неизпробвани,,София,Line 64,,,
"LINESTRING (23.321456 42.698206, 23.320575 42.698362, 23.320994 42.699447, 23.322558 42.704515)",Неизпробвани,,София,Line 66,,,
"LINESTRING (23.354743 42.667142, 23.357007 42.667263, 23.357066 42.667496, 23.35738 42.667498, 23.358705 42.667691, 23.358801 42.667748, 23.358931 42.667771)",Неизпробвани,,София,Line 66,,,
"LINESTRING (23.298991 42.659916, 23.29972 42.660496, 23.300677 42.663444, 23.302214 42.664762, 23.30258 42.665006, 23.302592 42.665523)",Неизпробвани,,София,Line 68,,,
"LINESTRING (23.345133 42.69904, 23.340304 42.698859, 23.339874 42.698776)",Неизпробвани,,София,Line 69,,,
"LINESTRING (23.355527 42.683078, 23.355626 42.68316, 23.354933 42.683708, 23.354799 42.683745, 23.354665 42.683937, 23.354276 42.68381, 23.353997 42.683463, 23.354058 42.68342, 23.351176 42.681204)",Неизпробвани,,София,Line 71,,,
"LINESTRING (23.321404 42.678662, 23.321411 42.678256, 23.321294 42.677977, 23.321468 42.677814, 23.314371 42.674216, 23.312923 42.673111, 23.310756 42.671912, 23.31031 42.672196, 23.309581 42.672322, 23.309452 42.672559, 23.309506 42.672839, 23.309109 42.672902, 23.308669 42.672835, 23.308422 42.672594, 23.308036 42.672654)",Неизпробвани,,София,Line 73,,,
"LINESTRING (23.355616 42.692982, 23.356035 42.693719, 23.35758 42.693333, 23.359565 42.692733, 23.362853 42.69215)",Неизпробвани,,София,Line 76,,,
"LINESTRING (23.354382 42.689039, 23.354822 42.688976, 23.356624 42.689946, 23.359135 42.689165, 23.35877 42.688187, 23.359114 42.687296)",Неизпробвани,,София,Line 77,,,
"LINESTRING (23.356002 42.678762, 23.357762 42.677997, 23.361474 42.677232, 23.362632 42.676546, 23.364582 42.675871, 23.365052 42.675585, 23.365566 42.675638, 23.366292 42.675992, 23.367072 42.67656, 23.367488 42.676282)",Неизпробвани,,София,Line 80,,,
"LINESTRING (23.356197 42.67997, 23.356514 42.679796, 23.357828 42.679636, 23.35803 42.6797)",Неизпробвани,,София,Line 81,,,
"LINESTRING (23.317233 42.664856, 23.315583 42.66565, 23.314004 42.664438, 23.31381 42.664028)",Неизпробвани,,София,Line 82,,,
"LINESTRING (23.353486 42.684313, 23.354276 42.68381)",Неизпробвани,,София,Line 74,,,
"LINESTRING (23.396617 42.668959, 23.397027 42.669398, 23.394651 42.670605)",Неизпробвани,,София,Line 64,,,
"LINESTRING (23.4014468 42.6651426, 23.4012765 42.6654086, 23.4011706 42.6656984, 23.401687 42.6662405, 23.40186 42.666475, 23.402305 42.666743, 23.402573 42.666834, 23.403033 42.667316, 23.402073 42.667825)",Неизпробвани,3.0,София,Line 65,,,
"LINESTRING (23.4020137 42.6638229, 23.4021378 42.6639407, 23.4024015 42.664027, 23.4041196 42.6660141, 23.4038319 42.6661384, 23.4037573 42.6662484, 23.4037256 42.6663741, 23.4035866 42.6665038, 23.403866 42.6668623, 23.403033 42.667316)",Неизпробвани,4.0,София,Line 66,,,
"LINESTRING (23.40558 42.651317, 23.405669 42.65156, 23.400965 42.654692, 23.399602 42.655341, 23.399267 42.655495)",Неизпробвани,,София,Line 71,,,
"LINESTRING (23.345315 42.662359, 23.343674 42.661768, 23.34273 42.662719, 23.342608 42.662725)",Неизпробвани,,София,Line 70,,,
"LINESTRING (23.388112 42.664719, 23.388008 42.664739, 23.38634 42.666472, 23.386311 42.666612)",,3.0,София,,,,
"LINESTRING (23.363029 42.673048, 23.363611 42.67348, 23.363305 42.673704, 23.363938 42.674434, 23.364002 42.674588, 23.364002 42.674884, 23.364726 42.675467, 23.365052 42.675585)",Неизпробвани,,София,Line 72,,,
"LINESTRING (23.370633 42.637243, 23.371046 42.637203, 23.372645 42.637207, 23.372758 42.635668)",Неизпробвани,,София,Line 70,,,
"LINESTRING (23.3640361 42.6598917, 23.362945 42.660726, 23.362624 42.660809, 23.361272 42.661827, 23.361052 42.661906, 23.359451 42.6631947, 23.361611 42.6645824)",,3.0,София,Line 68,,,
"LINESTRING (23.298129 42.619791, 23.298343 42.61957, 23.298129 42.619238, 23.29892 42.618489, 23.29996 42.616594, 23.300706 42.616407, 23.302889 42.616961, 23.304083 42.616671, 23.305105 42.615639, 23.30538 42.613131, 23.311116 42.607856)",Неизпробвани,,София,Line 69,,,
"LINESTRING (23.372773 42.629909, 23.372419 42.629468, 23.37235 42.627345, 23.371728 42.627321, 23.371591 42.625542, 23.372031 42.625286)",Неизпробвани,,София,Line 71,,,
"LINESTRING (23.375003 42.630316, 23.374909 42.63022, 23.373453 42.630025, 23.373482 42.629754, 23.372822 42.629738, 23.372642 42.629752)",Неизпробвани,,София,Line 72,,,
"LINESTRING (23.40916 42.596646, 23.410045 42.596102, 23.410238 42.595818, 23.410324 42.595573, 23.410356 42.595194, 23.410313 42.593077, 23.409519 42.592982, 23.409712 42.592248, 23.409637 42.591948, 23.409358 42.591632, 23.40864 42.5916, 23.408393 42.592578, 23.40813 42.592779, 23.407449 42.593028, 23.407095 42.593016, 23.405518 42.592487, 23.404847 42.592471, 23.403855 42.59227, 23.403469 42.592061, 23.403415 42.591895, 23.40348 42.591697, 23.403662 42.591575, 23.404059 42.591543, 23.405877 42.591587, 23.406215 42.591472, 23.40643 42.591212, 23.4065 42.590967, 23.406371 42.59073, 23.406065 42.590437, 23.405969 42.590264, 23.40599 42.590027, 23.405931 42.589802, 23.405421 42.589656, 23.404005 42.589525, 23.403748 42.58943, 23.403474 42.58911, 23.403206 42.589, 23.4029 42.588952, 23.400867 42.589296, 23.400502 42.589284, 23.400135 42.589134, 23.399711 42.588712, 23.399556 42.58823, 23.399582 42.587969, 23.399711 42.587567, 23.399652 42.587353, 23.3991 42.587211, 23.394969 42.587053, 23.389508 42.585402, 23.38792 42.585213, 23.386516 42.585348, 23.38406 42.585925, 23.381485 42.587054, 23.379983 42.588358, 23.379092 42.588816, 23.373942 42.590032, 23.37217 42.590699, 23.366955 42.590057, 23.364831 42.590505)",Неизпробвани,,София,Line 71,,,
"LINESTRING (23.393753 42.656002, 23.393398 42.656151, 23.392867 42.656803, 23.392692 42.657406, 23.391818 42.658732, 23.392426 42.65896)",Неизпробвани,,София,Line 251,,,
"LINESTRING (23.344946 42.642909, 23.344914 42.641978, 23.344646 42.641426, 23.340794 42.636501, 23.339228 42.637077, 23.337855 42.637187, 23.335768 42.63731, 23.334395 42.63785)",Неизпробвани,,София,Line 72,,,
"LINESTRING (23.3802661 42.6237591, 23.376501 42.6238927, 23.375809 42.6242164, 23.3758519 42.6248045, 23.375978 42.6248618, 23.3760142 42.6255092, 23.3752651 42.625533, 23.375074 42.625612)",Неизпробвани,,София,Line 79,,,
"LINESTRING (23.3792727 42.6189119, 23.3793049 42.6192712, 23.3803322 42.6194133, 23.380553 42.619316)",Неизпробвани,,София,Line 80,,,
"LINESTRING (24.8074264 42.643673, 24.8091627 42.6485227, 24.810156 42.6496136, 24.8108963 42.6506157, 24.8110465 42.6509314)",Велоалеи,1.0,Карлово,Алея към водопада,,,
"LINESTRING (22.7025639 42.2897877, 22.6948318 42.2861685, 22.6884213 42.2846525, 22.6843853 42.2833293, 22.6731908 42.2798665)",Велоалеи,1.0,Кюстендил,бул. Македония,,,
"LINESTRING (22.6792586 42.2755863, 22.6791567 42.2751537, 22.6783842 42.2737843, 22.6781436 42.2721553, 22.6778647 42.2714785)",Велоалеи,1.0,Кюстендил,,,,
"LINESTRING (23.349475 42.672994, 23.3529784 42.6753786)",Удобни,3.0,София,ул. Академик Методи Попов,,,
"LINESTRING (22.69153 42.27394 0.0, 22.69141 42.27429 0.0, 22.69123 42.27467 0.0, 22.69121 42.27473 0.0, 22.69121 42.27474 0.0, 22.69119 42.27484 0.0, 22.69119 42.27491 0.0, 22.69119 42.27517 0.0, 22.69125 42.27559 0.0, 22.69125 42.2756 0.0, 22.69131 42.27571 0.0, 22.69136 42.27576 0.0, 22.69141 42.27582 0.0, 22.6915 42.27589 0.0, 22.69161 42.27595 0.0, 22.69173 42.27601 0.0, 22.69185 42.27605 0.0, 22.69193 42.27607 0.0, 22.69201 42.27609 0.0, 22.69204 42.2761 0.0, 22.69207 42.27612 0.0, 22.69209 42.27614 0.0, 22.69211 42.27617 0.0, 22.69211 42.27621 0.0, 22.69207 42.27624 0.0, 22.69205 42.27625 0.0, 22.69202 42.27627 0.0, 22.69199 42.27628 0.0, 22.69195 42.27628 0.0, 22.69182 42.27628 0.0, 22.69146 42.27624 0.0, 22.69142 42.27624 0.0, 22.69131 42.27622 0.0, 22.69119 42.2762 0.0, 22.69102 42.27615 0.0, 22.69093 42.2761 0.0, 22.69089 42.27608 0.0, 22.69075 42.27598 0.0, 22.69072 42.27596 0.0, 22.6906 42.27584 0.0, 22.69045 42.2757 0.0, 22.69044 42.27569 0.0, 22.69022 42.2755 0.0, 22.69017 42.27547 0.0, 22.69012 42.27545 0.0, 22.69011 42.27545 0.0, 22.68984 42.2754 0.0, 22.68955 42.27524 0.0, 22.68943 42.27513 0.0, 22.68938 42.27503 0.0, 22.68931 42.2749 0.0, 22.68924 42.27483 0.0, 22.68909 42.27475 0.0, 22.68887 42.27464 0.0, 22.68872 42.27452 0.0, 22.68861 42.27443 0.0, 22.68855 42.2744 0.0, 22.68836 42.27429 0.0, 22.68823 42.27422 0.0, 22.68817 42.27418 0.0, 22.68803 42.27408 0.0, 22.68801 42.27405 0.0, 22.68788 42.27387 0.0, 22.68774 42.27355 0.0, 22.68767 42.27337 0.0, 22.68758 42.27327 0.0, 22.68753 42.27323 0.0, 22.68744 42.27317 0.0, 22.68733 42.27313 0.0, 22.68732 42.27313 0.0, 22.68719 42.27316 0.0, 22.6871 42.27319 0.0, 22.68693 42.27324 0.0, 22.68687 42.27324 0.0, 22.68685 42.27324 0.0, 22.68675 42.27322 0.0, 22.68665 42.27317 0.0, 22.68659 42.27314 0.0, 22.68647 42.27306 0.0, 22.68629 42.27293 0.0, 22.68627 42.27293 0.0, 22.6861 42.27282 0.0, 22.68591 42.27271 0.0, 22.68577 42.27263 0.0, 22.68551 42.27251 0.0, 22.68544 42.27247 0.0, 22.68529 42.27242 0.0, 22.68526 42.27241 0.0, 22.68523 42.2724 0.0, 22.6852 42.27239 0.0, 22.68517 42.27239 0.0, 22.68514 42.2724 0.0, 22.68512 42.27241 0.0, 22.68509 42.27244 0.0, 22.68507 42.27249 0.0, 22.68511 42.27262 0.0, 22.68516 42.27278 0.0, 22.68516 42.27279 0.0, 22.68512 42.27297 0.0, 22.68509 42.27316 0.0, 22.68507 42.27333 0.0, 22.68506 42.27353 0.0, 22.68509 42.27371 0.0, 22.68514 42.2738 0.0, 22.68522 42.27396 0.0, 22.68526 42.27409 0.0, 22.68526 42.27413 0.0, 22.68527 42.27427 0.0, 22.68527 42.27449 0.0, 22.68526 42.27476 0.0, 22.68525 42.27485 0.0, 22.68519 42.27493 0.0, 22.6851 42.27498 0.0, 22.6851 42.27499 0.0, 22.68495 42.27504 0.0, 22.68488 42.27506 0.0, 22.68474 42.27508 0.0, 22.68452 42.27507 0.0, 22.6844 42.27508 0.0, 22.68437 42.27509 0.0, 22.68429 42.27513 0.0, 22.68424 42.2752 0.0, 22.68426 42.27526 0.0, 22.68432 42.27533 0.0, 22.68444 42.27539 0.0, 22.68454 42.2754 0.0, 22.68474 42.27542 0.0, 22.68503 42.27542 0.0, 22.68522 42.27541 0.0, 22.68527 42.27542 0.0, 22.68552 42.27545 0.0, 22.6857 42.27546 0.0, 22.68547 42.27592 0.0, 22.68519 42.27647 0.0, 22.6851 42.27668 0.0, 22.68506 42.27686 0.0, 22.68508 42.27694 0.0, 22.68512 42.27707 0.0, 22.68517 42.27723 0.0, 22.68523 42.27743 0.0, 22.68524 42.27751 0.0, 22.68524 42.27753 0.0)",Удобни,3.0,Кюстендил,Път до Хисарлъка,,,
"LINESTRING (24.7297094 42.1431205, 24.7270249 42.1430494)",Велоалеи,1.0,Пловдив,бул. Свобода,,,
"LINESTRING (23.3653742 42.6527872, 23.3656746 42.6526945, 23.3657443 42.6526136, 23.3657819 42.6525012, 23.3661413 42.652371, 23.3662942 42.652367)",,4.0,София,,,,
"LINESTRING (23.356435 42.655859, 23.356291 42.654253, 23.356151 42.651587)",,4.0,София,Line 504,,,
"LINESTRING (23.36455 42.65871, 23.36457 42.6587, 23.36463 42.65866, 23.36467 42.65864, 23.36467 42.65863, 23.36473 42.6586, 23.36473 42.65858, 23.36471 42.65854, 23.36577 42.65786, 23.36655 42.65744, 23.36672 42.65734, 23.36688 42.65724, 23.36879 42.6562, 23.36917 42.65599, 23.36991 42.6555, 23.37035 42.65521, 23.37098 42.65477, 23.37095 42.65472, 23.37093 42.65467, 23.37092 42.65465, 23.3709 42.6546, 23.37098 42.65454, 23.37059 42.65423, 23.3700473 42.6545687, 23.3698714 42.6544413, 23.36962 42.65461, 23.36954 42.65457, 23.36948 42.65454, 23.36942 42.6545, 23.36926 42.65439, 23.36895 42.6542, 23.36858 42.6539, 23.36845 42.65376, 23.36814 42.65353, 23.36808 42.65347, 23.36807 42.65347, 23.36805 42.65345, 23.36804 42.65341, 23.36804 42.6534, 23.36804 42.65337, 23.36805 42.65334, 23.36808 42.65329, 23.36811 42.65287)",Неизпробвани,,София,,,,
"LINESTRING (23.3622125 42.6812323, 23.362963 42.6828087, 23.3628816 42.68283)",,3.0,София,,,,
"LINESTRING (23.36507 42.671313, 23.3597422 42.6750301, 23.35936 42.6753299, 23.35507 42.678462)",,3.0,София,,,,
"LINESTRING (23.355818 42.677264, 23.3555338 42.6774481, 23.3545361 42.6773693, 23.354343 42.67726, 23.3528677 42.6783118)",,4.0,София,,,,
"LINESTRING (23.36285 42.68284 0.0, 23.36297 42.68313 0.0, 23.36314 42.6834 0.0, 23.36317 42.68345 0.0, 23.36331 42.6837 0.0, 23.36332 42.68371 0.0, 23.36352 42.68392 0.0, 23.36357 42.68396 0.0, 23.36366 42.68404 0.0, 23.36406 42.6843 0.0, 23.36413 42.68435 0.0, 23.36422 42.6844 0.0, 23.36446 42.68452 0.0, 23.36451 42.68455 0.0, 23.36462 42.68462 0.0, 23.36467 42.68465 0.0, 23.36476 42.68471 0.0, 23.36491 42.68483 0.0, 23.36508 42.68497 0.0, 23.36514 42.68504 0.0, 23.36536 42.68528 0.0, 23.36542 42.68539 0.0, 23.36548 42.6855 0.0, 23.36552 42.68558 0.0, 23.36555 42.68569 0.0, 23.3656 42.68583 0.0, 23.3658 42.68646 0.0, 23.36581 42.68651 0.0, 23.36585 42.68666 0.0, 23.36586 42.68672 0.0, 23.36587 42.68678 0.0, 23.36589 42.68692 0.0, 23.3659 42.68703 0.0, 23.3659 42.68705 0.0, 23.36589 42.68717 0.0, 23.36587 42.68724 0.0, 23.36583 42.68735 0.0, 23.3658 42.68743 0.0, 23.36566 42.68766 0.0, 23.36537 42.68806 0.0, 23.36468 42.68901 0.0, 23.36462 42.68908 0.0, 23.36438 42.6894 0.0, 23.36402 42.6899 0.0, 23.36396 42.69 0.0, 23.3639 42.69011 0.0, 23.36386 42.69021 0.0, 23.36376 42.69044 0.0, 23.36374 42.69049 0.0, 23.36374 42.69059 0.0, 23.36374 42.6908 0.0, 23.36372 42.69109 0.0, 23.36364 42.69135 0.0, 23.36362 42.69138 0.0, 23.36355 42.69153 0.0, 23.36345 42.69166 0.0, 23.36333 42.69179 0.0, 23.36323 42.69187 0.0, 23.36313 42.69196 0.0, 23.36305 42.69202 0.0, 23.36286 42.69214 0.0, 23.36274 42.69221 0.0, 23.36238 42.69242 0.0, 23.36196 42.69272 0.0, 23.36194 42.69273 0.0, 23.3617 42.69288 0.0, 23.36167 42.69291 0.0, 23.3616 42.69296 0.0, 23.36139 42.69312 0.0, 23.36124 42.69327 0.0, 23.36084 42.69365 0.0, 23.36076 42.69376 0.0, 23.36071 42.69382 0.0, 23.36067 42.69387 0.0, 23.36049 42.69402 0.0, 23.36031 42.69417 0.0)",,3.0,София,ул. Атанас Узунов,,,
"LINESTRING (23.3424087 42.6583739, 23.3422208 42.6584909, 23.3418432 42.658676, 23.3412933 42.6590922, 23.3410305 42.6590074, 23.3408776 42.6592303, 23.340207 42.6592993)",,4.0,София,,,,
"LINESTRING (23.340207 42.6592993, 23.3407363 42.6599852, 23.3418092 42.661149, 23.342646 42.6614646, 23.342608 42.662725)",,3.0,София,,,,
"LINESTRING (23.352225 42.655395, 23.352184 42.655975, 23.351761 42.656486, 23.351669 42.656725, 23.351736 42.65795, 23.351119 42.658969)",,4.0,София,,,,
"LINESTRING (23.354678 42.661315, 23.352139 42.660378)",,3.0,София,,,,
"LINESTRING (23.351473 42.6552, 23.3514554 42.6556087, 23.3509162 42.6559776, 23.3502189 42.6565772, 23.3496456 42.6567874)",,4.0,София,,,,
"LINESTRING (23.345505 42.647009, 23.347113 42.646991, 23.3490156 42.6475542, 23.350053 42.64778, 23.3503952 42.651941)",,4.0,София,,,,
"LINESTRING (23.360529 42.667824, 23.36053 42.66777, 23.36063 42.66762, 23.36074 42.66749, 23.36086 42.66731, 23.3609 42.66722, 23.36093 42.66712, 23.36094 42.66704, 23.36097 42.66695, 23.36098 42.66691, 23.36101 42.66688, 23.36109 42.66682, 23.36114 42.66679, 23.36116 42.66675, 23.36121 42.66669, 23.36124 42.66666, 23.36127 42.66665, 23.3613 42.66665, 23.36133 42.66664, 23.36139 42.66664, 23.36179 42.66663, 23.3618 42.66646, 23.36183 42.66632, 23.36188 42.66625, 23.36193 42.66619, 23.36202 42.66614, 23.36213 42.66614, 23.36221 42.66616, 23.36224 42.66619, 23.3626 42.66642, 23.36322 42.66586, 23.36251 42.66549, 23.36256 42.66544, 23.36259 42.66541, 23.3626384 42.6653572)",,4.0,София,,,,
"LINESTRING (23.399656 42.665241, 23.399563 42.665294, 23.399809 42.665584, 23.397646 42.666758, 23.39805 42.66729, 23.397651 42.667737, 23.3972 42.668656, 23.396617 42.668959)",,4.0,София,,,,
"LINESTRING (23.3633759 42.6656033, 23.3651032 42.6640491, 23.3651622 42.6633548, 23.3649638 42.6632286)",,,София,Line 513,,,
"LINESTRING (23.348222 42.6473283, 23.3483507 42.6471824, 23.3471223 42.6467759, 23.3467951 42.6462433, 23.3462103 42.6458289, 23.3467052 42.6443396, 23.3455679 42.64417, 23.3452997 42.644166)",,,София,,,,
"LINESTRING (23.3483507 42.6471824, 23.349088 42.6474633, 23.3501609 42.6475975, 23.3513625 42.6475343, 23.351341 42.6468083, 23.3512338 42.6466426, 23.3512659 42.6456325, 23.353071 42.6441985)",,,София,,,,
"LINESTRING (23.3467052 42.6443396, 23.3492171 42.6446865, 23.3512659 42.6456325)",,,София,,,,
"LINESTRING (23.3471982 42.64442, 23.3475308 42.6433546, 23.3502559 42.6437413, 23.3514468 42.644349, 23.3521656 42.6449014)",,,София,,,,
"LINESTRING (23.351173 42.662015, 23.3502416 42.6616777, 23.349952 42.661729, 23.348922 42.6613109, 23.3493619 42.6606955, 23.349217 42.6605968, 23.3493512 42.6603996)",,3.0,София,,,,
"LINESTRING (23.324152 42.69675, 23.324064 42.6971953)",Удобни,3.0,София,,,,
"LINESTRING (23.322096 42.697544, 23.324064 42.6971953)",,5.0,София
,Line 523,,,
"LINESTRING (23.3208156 42.6950923, 23.3210664 42.6959577, 23.3210637 42.69607, 23.3210127 42.6962061, 23.320785 42.6966009)",Удобни,3.0,София,,,,
"LINESTRING (23.3840782 42.646585, 23.385076 42.6488103, 23.3861274 42.6496152, 23.3820397 42.6529373, 23.3806045 42.6534768, 23.379537 42.6537095)",,,София,,,,
"LINESTRING (23.379296 42.661404, 23.379375 42.661476, 23.379103 42.661658, 23.379388 42.661901, 23.379377 42.661991, 23.381849 42.663965, 23.3818 42.664916, 23.382017 42.665139, 23.380583 42.666176)",,4.0,София,,,,
"LINESTRING (23.376455 42.67508, 23.3724483 42.6758053, 23.3720459 42.6759059, 23.3712493 42.6761839, 23.3695622 42.6768702, 23.369279 42.6769987)",,,София,,,,
"LINESTRING (27.4395768 42.4784002, 27.4394991 42.4781667, 27.4395024 42.478095, 27.439387 42.4778057, 27.4393684 42.4776011, 27.4392832 42.4773815, 27.4394858 42.4773077, 27.439487 42.4771252, 27.4393958 42.47687, 27.4394079 42.476776, 27.4393757 42.4766741, 27.4391973 42.4764895, 27.438659 42.4759479, 27.4382728 42.4756333, 27.4381258 42.4755449, 27.4366345 42.4742535, 27.4366077 42.4741608, 27.4364702 42.4740337, 27.4364467 42.4739712, 27.4364346 42.4736052, 27.4363739 42.4734124, 27.4362801 42.4732591, 27.4362834 42.4730751, 27.4368781 42.4699235, 27.4370455 42.4692036, 27.4405554 42.4575883, 27.4409052 42.4568602, 27.4415458 42.455978, 27.4421126 42.455477, 27.4427223 42.4549759, 27.4434607 42.4545619, 27.4439524 42.45433, 27.4531391 42.4494837, 27.4632478 42.4441776, 27.4646657 42.4436373)",,1.0,Бургас,,,,
"LINESTRING (27.4460663 42.4852455, 27.441725 42.4826617, 27.4414528 42.4824798, 27.4412071 42.4822647, 27.441183 42.482055, 27.4409161 42.4815506, 27.4404336 42.4802426, 27.4397473 42.4786853)",,1.0,Бургас,ул. Индустриална,,,
